SITE_ID,TIMESTAMP,NDVI
AR-Vir,2000-05-01,0.7819
AR-Vir,2000-06-01,0.75075
AR-Vir,2000-07-01,0.6282000000000001
AR-Vir,2000-08-01,0.6213500000000001
AR-Vir,2000-09-01,0.71135
AR-Vir,2000-10-01,0.7322000000000001
AR-Vir,2000-11-01,0.6994
AR-Vir,2000-12-01,0.6702
AR-Vir,2001-01-01,NA
AR-Vir,2001-02-01,0.7491
AR-Vir,2001-03-01,NA
AR-Vir,2001-04-01,NA
AR-Vir,2001-05-01,NA
AR-Vir,2001-06-01,NA
AR-Vir,2001-07-01,0.5909
AR-Vir,2001-08-01,0.7064
AR-Vir,2001-09-01,0.7058
AR-Vir,2001-10-01,0.7223
AR-Vir,2001-11-01,0.7686000000000001
AR-Vir,2001-12-01,NA
AR-Vir,2002-01-01,NA
AR-Vir,2002-02-01,NA
AR-Vir,2002-03-01,0.7862
AR-Vir,2002-04-01,0.82585
AR-Vir,2002-05-01,0.7858
AR-Vir,2002-06-01,0.7817000000000001
AR-Vir,2002-07-01,0.7212500000000001
AR-Vir,2002-08-01,0.6839999999999999
AR-Vir,2002-09-01,0.645
AR-Vir,2002-10-01,0.6843
AR-Vir,2002-11-01,0.70335
AR-Vir,2002-12-01,0.6897500000000001
AR-Vir,2003-01-01,0.71345
AR-Vir,2003-02-01,0.65835
AR-Vir,2003-03-01,0.68655
AR-Vir,2003-04-01,0.7299
AR-Vir,2003-05-01,0.6584000000000001
AR-Vir,2003-06-01,0.5932999999999999
AR-Vir,2003-07-01,0.58755
AR-Vir,2003-08-01,0.47130000000000005
AR-Vir,2003-09-01,0.54935
AR-Vir,2003-10-01,0.6097
AR-Vir,2003-11-01,0.625
AR-Vir,2003-12-01,0.58995
AR-Vir,2004-01-01,0.5822
AR-Vir,2004-02-01,0.5163500000000001
AR-Vir,2004-03-01,0.5213
AR-Vir,2004-04-01,0.6567000000000001
AR-Vir,2004-05-01,0.6842
AR-Vir,2004-06-01,0.6649
AR-Vir,2004-07-01,0.6392
AR-Vir,2004-08-01,0.5888
AR-Vir,2004-09-01,0.6573500000000001
AR-Vir,2004-10-01,0.6729
AR-Vir,2004-11-01,0.7189
AR-Vir,2004-12-01,0.7533500000000001
AR-Vir,2005-01-01,0.6854500000000001
AR-Vir,2005-02-01,0.6201
AR-Vir,2005-03-01,0.6634500000000001
AR-Vir,2005-04-01,0.7398
AR-Vir,2005-05-01,0.78315
AR-Vir,2005-06-01,0.75665
AR-Vir,2005-07-01,0.7195
AR-Vir,2005-08-01,0.6736500000000001
AR-Vir,2005-09-01,0.64575
AR-Vir,2005-10-01,0.67490000000000006
AR-Vir,2005-11-01,0.68055
AR-Vir,2005-12-01,0.6929000000000001
AR-Vir,2006-01-01,0.7114
AR-Vir,2006-02-01,0.7617
AR-Vir,2006-03-01,0.7946500000000001
AR-Vir,2006-04-01,0.8208500000000001
AR-Vir,2006-05-01,0.82445
AR-Vir,2006-06-01,0.8155
AR-Vir,2006-07-01,0.7863500000000001
AR-Vir,2006-08-01,0.7296500000000001
AR-Vir,2006-09-01,0.65275
AR-Vir,2006-10-01,0.6968000000000001
AR-Vir,2006-11-01,0.7316
AR-Vir,2006-12-01,0.71695
AR-Vir,2007-01-01,0.7725000000000001
AR-Vir,2007-02-01,0.83025
AR-Vir,2007-03-01,0.86635
AR-Vir,2007-04-01,0.8719
AR-Vir,2007-05-01,0.845
AR-Vir,2007-06-01,0.82995
AR-Vir,2007-07-01,0.8361000000000001
AR-Vir,2007-08-01,0.8192
AR-Vir,2007-09-01,0.76465
AR-Vir,2007-10-01,0.8103
AR-Vir,2007-11-01,0.81115
AR-Vir,2007-12-01,0.8481500000000001
AR-Vir,2008-01-01,0.8445
AR-Vir,2008-02-01,0.7948000000000001
AR-Vir,2008-03-01,0.83125
AR-Vir,2008-04-01,0.8501500000000001
AR-Vir,2008-05-01,0.8599000000000001
AR-Vir,2008-06-01,0.86285
AR-Vir,2008-07-01,0.8341500000000001
AR-Vir,2008-08-01,0.8277
AR-Vir,2008-09-01,0.81215
AR-Vir,2008-10-01,0.8568500000000001
AR-Vir,2008-11-01,0.8190000000000001
AR-Vir,2008-12-01,0.80725
AR-Vir,2009-01-01,0.8101
AR-Vir,2009-02-01,0.8778
AR-Vir,2009-03-01,0.8823000000000001
AR-Vir,2009-04-01,0.865
AR-Vir,2009-05-01,0.8526500000000001
AR-Vir,2009-06-01,0.84385
AR-Vir,2009-07-01,0.8368
AR-Vir,2009-08-01,0.8513000000000001
AR-Vir,2009-09-01,0.8141
AR-Vir,2009-10-01,0.8320000000000001
AR-Vir,2009-11-01,0.8667
AR-Vir,2009-12-01,0.8538000000000001
AR-Vir,2010-01-01,0.8784000000000001
AR-Vir,2010-02-01,0.8721000000000001
AR-Vir,2010-03-01,0.9025500000000001
AR-Vir,2010-04-01,0.88185
AR-Vir,2010-05-01,0.8832
AR-Vir,2010-06-01,0.88065
AR-Vir,2010-07-01,0.87065
AR-Vir,2010-08-01,0.8169500000000001
AR-Vir,2010-09-01,0.8207
AR-Vir,2010-10-01,0.8444
AR-Vir,2010-11-01,0.82565
AR-Vir,2010-12-01,0.8265
AR-Vir,2011-01-01,0.8266
AR-Vir,2011-02-01,0.8828500000000001
AR-Vir,2011-03-01,0.8801
AR-Vir,2011-04-01,0.87965
AR-Vir,2011-05-01,0.8726
AR-Vir,2011-06-01,0.8093
AR-Vir,2011-07-01,0.85885
AR-Vir,2011-08-01,0.86055
AR-Vir,2011-09-01,0.8199000000000001
AR-Vir,2011-10-01,0.8290000000000001
AR-Vir,2011-11-01,0.8426500000000001
AR-Vir,2011-12-01,0.82995
AR-Vir,2012-01-01,0.8456000000000001
AR-Vir,2012-02-01,0.83635
AR-Vir,2012-03-01,0.8606
AR-Vir,2012-04-01,0.8636
AR-Vir,2012-05-01,0.8706500000000001
AR-Vir,2012-06-01,0.8448
AR-Vir,2012-07-01,0.8498000000000001
AR-Vir,2012-08-01,0.78715
AR-Vir,2012-09-01,0.8215000000000001
AR-Vir,2012-10-01,0.82955
AR-Vir,2012-11-01,0.8257
AR-Vir,2012-12-01,0.8811
AR-Vir,2013-01-01,0.86415
AR-Vir,2013-02-01,0.8652
AR-Vir,2013-03-01,0.8730500000000001
AR-Vir,2013-04-01,0.87875
AR-Vir,2013-05-01,0.8643500000000001
AR-Vir,2013-06-01,0.88795
AR-Vir,2013-07-01,0.8564499999999999
AR-Vir,2013-08-01,0.8335
AR-Vir,2013-09-01,0.83555
AR-Vir,2013-10-01,0.8328
AR-Vir,2013-11-01,0.8468500000000001
AR-Vir,2013-12-01,0.8799000000000001
AR-Vir,2014-01-01,0.8997
AR-Vir,2014-02-01,0.8462000000000001
AR-Vir,2014-03-01,0.87555
AR-Vir,2014-04-01,0.8782000000000001
AR-Vir,2014-05-01,0.87775
AR-Vir,2014-06-01,0.8823000000000001
AR-Vir,2014-07-01,0.8738
AR-Vir,2014-08-01,0.7914000000000001
AR-Vir,2014-09-01,0.78365
AR-Vir,2014-10-01,0.805
AR-Vir,2014-11-01,0.7923
AR-Vir,2014-12-01,0.7921
AT-Neu,2000-02-01,NA
AT-Neu,2000-03-01,NA
AT-Neu,2000-04-01,0.8632000000000001
AT-Neu,2000-05-01,0.8176000000000001
AT-Neu,2000-06-01,0.7551
AT-Neu,2000-07-01,0.7889
AT-Neu,2000-08-01,0.7969
AT-Neu,2000-09-01,0.78525
AT-Neu,2000-10-01,0.7084
AT-Neu,2000-11-01,NA
AT-Neu,2000-12-01,0.5403
AT-Neu,2001-01-01,NA
AT-Neu,2001-02-01,NA
AT-Neu,2001-03-01,NA
AT-Neu,2001-04-01,NA
AT-Neu,2001-05-01,NA
AT-Neu,2001-06-01,NA
AT-Neu,2001-07-01,0.8025
AT-Neu,2001-08-01,0.8431000000000001
AT-Neu,2001-09-01,0.79735
AT-Neu,2001-10-01,0.7564000000000001
AT-Neu,2001-11-01,NA
AT-Neu,2001-12-01,NA
AT-Neu,2002-01-01,NA
AT-Neu,2002-02-01,NA
AT-Neu,2002-03-01,0.5192
AT-Neu,2002-04-01,0.7524000000000001
AT-Neu,2002-05-01,0.8290500000000001
AT-Neu,2002-06-01,0.7775000000000001
AT-Neu,2002-07-01,0.7985
AT-Neu,2002-08-01,0.7412500000000001
AT-Neu,2002-09-01,0.7897000000000001
AT-Neu,2002-10-01,0.6358
AT-Neu,2002-11-01,0.6257
AT-Neu,2002-12-01,NA
AT-Neu,2003-01-01,NA
AT-Neu,2003-02-01,NA
AT-Neu,2003-03-01,0.5379
AT-Neu,2003-04-01,0.69095
AT-Neu,2003-05-01,0.7576
AT-Neu,2003-06-01,0.76885
AT-Neu,2003-07-01,0.7438
AT-Neu,2003-08-01,0.75265
AT-Neu,2003-09-01,0.7411000000000001
AT-Neu,2003-10-01,0.6645
AT-Neu,2003-11-01,0.6001000000000001
AT-Neu,2003-12-01,0.4385
AT-Neu,2004-01-01,NA
AT-Neu,2004-02-01,NA
AT-Neu,2004-03-01,NA
AT-Neu,2004-04-01,0.7585000000000001
AT-Neu,2004-05-01,0.80625
AT-Neu,2004-06-01,0.7503500000000001
AT-Neu,2004-07-01,0.8007500000000001
AT-Neu,2004-08-01,0.7556
AT-Neu,2004-09-01,0.7947500000000001
AT-Neu,2004-10-01,0.7054
AT-Neu,2004-11-01,0.5365
AT-Neu,2004-12-01,0.47240000000000004
AT-Neu,2005-01-01,NA
AT-Neu,2005-02-01,NA
AT-Neu,2005-03-01,NA
AT-Neu,2005-04-01,0.6691
AT-Neu,2005-05-01,0.76525
AT-Neu,2005-06-01,0.6940500000000001
AT-Neu,2005-07-01,0.82655
AT-Neu,2005-08-01,0.85155
AT-Neu,2005-09-01,0.78095
AT-Neu,2005-10-01,0.738
AT-Neu,2005-11-01,0.684
AT-Neu,2005-12-01,NA
AT-Neu,2006-01-01,NA
AT-Neu,2006-02-01,NA
AT-Neu,2006-03-01,NA
AT-Neu,2006-04-01,0.6936500000000001
AT-Neu,2006-05-01,0.7811
AT-Neu,2006-06-01,0.7229000000000001
AT-Neu,2006-07-01,0.76875
AT-Neu,2006-08-01,0.8176000000000001
AT-Neu,2006-09-01,0.79145
AT-Neu,2006-10-01,0.6919000000000001
AT-Neu,2006-11-01,0.6032500000000001
AT-Neu,2006-12-01,0.47750000000000004
AT-Neu,2007-01-01,NA
AT-Neu,2007-02-01,0.44135
AT-Neu,2007-03-01,0.38915
AT-Neu,2007-04-01,0.7402
AT-Neu,2007-05-01,0.7596
AT-Neu,2007-06-01,0.7665000000000001
AT-Neu,2007-07-01,0.785
AT-Neu,2007-08-01,0.74095
AT-Neu,2007-09-01,0.7443500000000001
AT-Neu,2007-10-01,0.7085
AT-Neu,2007-11-01,0.6464000000000001
AT-Neu,2007-12-01,NA
AT-Neu,2008-01-01,NA
AT-Neu,2008-02-01,0.4138
AT-Neu,2008-03-01,NA
AT-Neu,2008-04-01,0.7362500000000001
AT-Neu,2008-05-01,0.7872
AT-Neu,2008-06-01,0.7801
AT-Neu,2008-07-01,0.76185
AT-Neu,2008-08-01,0.77945
AT-Neu,2008-09-01,0.76785
AT-Neu,2008-10-01,0.7163
AT-Neu,2008-11-01,NA
AT-Neu,2008-12-01,NA
AT-Neu,2009-01-01,NA
AT-Neu,2009-02-01,NA
AT-Neu,2009-03-01,NA
AT-Neu,2009-04-01,0.6728500000000001
AT-Neu,2009-05-01,0.8663500000000001
AT-Neu,2009-06-01,0.7680500000000001
AT-Neu,2009-07-01,0.7916000000000001
AT-Neu,2009-08-01,0.81235
AT-Neu,2009-09-01,0.8147500000000001
AT-Neu,2009-10-01,0.7368
AT-Neu,2009-11-01,0.48400000000000004
AT-Neu,2009-12-01,NA
AT-Neu,2010-01-01,NA
AT-Neu,2010-02-01,NA
AT-Neu,2010-03-01,0.5246000000000001
AT-Neu,2010-04-01,0.71335
AT-Neu,2010-05-01,0.77575
AT-Neu,2010-06-01,0.7507
AT-Neu,2010-07-01,0.7992
AT-Neu,2010-08-01,0.7874000000000001
AT-Neu,2010-09-01,0.76315
AT-Neu,2010-10-01,0.7674000000000001
AT-Neu,2010-11-01,0.6611
AT-Neu,2010-12-01,NA
AT-Neu,2011-01-01,NA
AT-Neu,2011-02-01,NA
AT-Neu,2011-03-01,0.52085
AT-Neu,2011-04-01,0.74105
AT-Neu,2011-05-01,0.7655500000000001
AT-Neu,2011-06-01,0.77105
AT-Neu,2011-07-01,0.75695
AT-Neu,2011-08-01,0.8128000000000001
AT-Neu,2011-09-01,0.7244
AT-Neu,2011-10-01,0.7005
AT-Neu,2011-11-01,0.6278
AT-Neu,2011-12-01,NA
AT-Neu,2012-01-01,NA
AT-Neu,2012-02-01,NA
AT-Neu,2012-03-01,NA
AT-Neu,2012-04-01,0.7978000000000001
AT-Neu,2012-05-01,0.7566
AT-Neu,2012-06-01,0.74085
AT-Neu,2012-07-01,0.7926500000000001
AT-Neu,2012-08-01,0.773
AT-Neu,2012-09-01,0.82335
AT-Neu,2012-10-01,0.7219
AT-Neu,2012-11-01,0.6515000000000001
AT-Neu,2012-12-01,NA
AT-Neu,2013-01-01,NA
AT-Neu,2013-02-01,NA
AT-Neu,2013-03-01,NA
AT-Neu,2013-04-01,0.6641
AT-Neu,2013-05-01,0.7764
AT-Neu,2013-06-01,0.7504000000000001
AT-Neu,2013-07-01,0.7885500000000001
AT-Neu,2013-08-01,0.8069000000000001
AT-Neu,2013-09-01,0.73505
AT-Neu,2013-10-01,0.7180000000000001
AT-Neu,2013-11-01,0.7024
AT-Neu,2013-12-01,NA
AT-Neu,2014-01-01,0.6362
AT-Neu,2014-02-01,NA
AT-Neu,2014-03-01,NA
AT-Neu,2014-04-01,0.77335
AT-Neu,2014-05-01,0.7725
AT-Neu,2014-06-01,0.739
AT-Neu,2014-07-01,0.8154
AT-Neu,2014-08-01,0.8139500000000001
AT-Neu,2014-09-01,0.7527
AT-Neu,2014-10-01,0.7081000000000001
AT-Neu,2014-11-01,0.7014500000000001
AT-Neu,2014-12-01,NA
AU-Ade,2000-02-01,NA
AU-Ade,2000-03-01,0.601
AU-Ade,2000-04-01,0.5501
AU-Ade,2000-05-01,0.5303500000000001
AU-Ade,2000-06-01,0.4334
AU-Ade,2000-07-01,0.39875000000000005
AU-Ade,2000-08-01,0.387
AU-Ade,2000-09-01,0.39380000000000004
AU-Ade,2000-10-01,0.45905
AU-Ade,2000-11-01,0.5575
AU-Ade,2000-12-01,0.6181
AU-Ade,2001-01-01,NA
AU-Ade,2001-02-01,NA
AU-Ade,2001-03-01,NA
AU-Ade,2001-04-01,NA
AU-Ade,2001-05-01,NA
AU-Ade,2001-06-01,NA
AU-Ade,2001-07-01,0.44730000000000003
AU-Ade,2001-08-01,0.43490000000000006
AU-Ade,2001-09-01,0.4257500000000001
AU-Ade,2001-10-01,0.4737
AU-Ade,2001-11-01,0.5055000000000001
AU-Ade,2001-12-01,NA
AU-Ade,2002-01-01,NA
AU-Ade,2002-02-01,NA
AU-Ade,2002-03-01,0.5343
AU-Ade,2002-04-01,0.51325
AU-Ade,2002-05-01,0.42290000000000005
AU-Ade,2002-06-01,0.42965000000000003
AU-Ade,2002-07-01,0.40445000000000003
AU-Ade,2002-08-01,0.3943
AU-Ade,2002-09-01,0.3764
AU-Ade,2002-10-01,0.38880000000000003
AU-Ade,2002-11-01,0.5020500000000001
AU-Ade,2002-12-01,0.46950000000000003
AU-Ade,2003-01-01,NA
AU-Ade,2003-02-01,0.6194000000000001
AU-Ade,2003-03-01,0.7017500000000001
AU-Ade,2003-04-01,0.5075000000000001
AU-Ade,2003-05-01,0.4033
AU-Ade,2003-06-01,0.37270000000000003
AU-Ade,2003-07-01,0.35165
AU-Ade,2003-08-01,0.33885
AU-Ade,2003-09-01,0.33325000000000005
AU-Ade,2003-10-01,0.35300000000000004
AU-Ade,2003-11-01,0.4184
AU-Ade,2003-12-01,0.5067
AU-Ade,2004-01-01,0.6671
AU-Ade,2004-02-01,0.6973
AU-Ade,2004-03-01,0.6724
AU-Ade,2004-04-01,0.56775
AU-Ade,2004-05-01,0.45405000000000006
AU-Ade,2004-06-01,0.4217
AU-Ade,2004-07-01,0.38015
AU-Ade,2004-08-01,0.36655000000000004
AU-Ade,2004-09-01,0.37705
AU-Ade,2004-10-01,0.45035000000000003
AU-Ade,2004-11-01,0.5489
AU-Ade,2004-12-01,0.5747
AU-Ade,2005-01-01,0.6661
AU-Ade,2005-02-01,0.69535
AU-Ade,2005-03-01,0.75075
AU-Ade,2005-04-01,0.60995
AU-Ade,2005-05-01,0.47120000000000006
AU-Ade,2005-06-01,0.42085000000000006
AU-Ade,2005-07-01,0.32630000000000003
AU-Ade,2005-08-01,0.3054
AU-Ade,2005-09-01,0.3901
AU-Ade,2005-10-01,0.46380000000000005
AU-Ade,2005-11-01,0.4988
AU-Ade,2005-12-01,0.5997000000000001
AU-Ade,2006-01-01,NA
AU-Ade,2006-02-01,0.7101500000000001
AU-Ade,2006-03-01,NA
AU-Ade,2006-04-01,0.658
AU-Ade,2006-05-01,0.5969
AU-Ade,2006-06-01,0.49060000000000004
AU-Ade,2006-07-01,0.4459
AU-Ade,2006-08-01,0.32765
AU-Ade,2006-09-01,0.33215000000000006
AU-Ade,2006-10-01,0.371
AU-Ade,2006-11-01,0.49665000000000004
AU-Ade,2006-12-01,NA
AU-Ade,2007-01-01,NA
AU-Ade,2007-02-01,0.6599
AU-Ade,2007-03-01,0.7051000000000001
AU-Ade,2007-04-01,0.6252500000000001
AU-Ade,2007-05-01,0.5658000000000001
AU-Ade,2007-06-01,0.5111
AU-Ade,2007-07-01,0.43865
AU-Ade,2007-08-01,0.37110000000000004
AU-Ade,2007-09-01,0.3912
AU-Ade,2007-10-01,0.40340000000000004
AU-Ade,2007-11-01,0.5456000000000001
AU-Ade,2007-12-01,NA
AU-Ade,2008-01-01,0.6375000000000001
AU-Ade,2008-02-01,0.6026
AU-Ade,2008-03-01,0.5845
AU-Ade,2008-04-01,0.5332000000000001
AU-Ade,2008-05-01,0.38760000000000006
AU-Ade,2008-06-01,0.34450000000000003
AU-Ade,2008-07-01,0.38325
AU-Ade,2008-08-01,0.36340000000000006
AU-Ade,2008-09-01,0.3822
AU-Ade,2008-10-01,0.39415
AU-Ade,2008-11-01,NA
AU-Ade,2008-12-01,NA
AU-Ade,2009-01-01,0.6236
AU-Ade,2009-02-01,0.6989000000000001
AU-Ade,2009-03-01,0.6899500000000001
AU-Ade,2009-04-01,0.51365
AU-Ade,2009-05-01,0.42055000000000003
AU-Ade,2009-06-01,0.41340000000000005
AU-Ade,2009-07-01,0.24710000000000004
AU-Ade,2009-08-01,0.33175
AU-Ade,2009-09-01,0.38215
AU-Ade,2009-10-01,0.3679
AU-Ade,2009-11-01,0.4650500000000001
AU-Ade,2009-12-01,0.5032
AU-Ade,2010-01-01,NA
AU-Ade,2010-02-01,0.6002000000000001
AU-Ade,2010-03-01,0.67245
AU-Ade,2010-04-01,0.6556500000000001
AU-Ade,2010-05-01,0.5980000000000001
AU-Ade,2010-06-01,0.5214000000000001
AU-Ade,2010-07-01,0.43725
AU-Ade,2010-08-01,0.42500000000000004
AU-Ade,2010-09-01,0.5181
AU-Ade,2010-10-01,0.5929
AU-Ade,2010-11-01,0.6112000000000001
AU-Ade,2010-12-01,0.5686
AU-Ade,2011-01-01,0.5517000000000001
AU-Ade,2011-02-01,NA
AU-Ade,2011-03-01,NA
AU-Ade,2011-04-01,0.59195
AU-Ade,2011-05-01,0.5199
AU-Ade,2011-06-01,0.4403
AU-Ade,2011-07-01,0.3451
AU-Ade,2011-08-01,0.40205
AU-Ade,2011-09-01,0.43535
AU-Ade,2011-10-01,0.5443
AU-Ade,2011-11-01,0.5466
AU-Ade,2011-12-01,0.5983
AU-Ade,2012-01-01,0.6012000000000001
AU-Ade,2012-02-01,0.6613
AU-Ade,2012-03-01,0.6635500000000001
AU-Ade,2012-04-01,0.61465
AU-Ade,2012-05-01,0.5326500000000001
AU-Ade,2012-06-01,0.46225000000000005
AU-Ade,2012-07-01,0.41475000000000006
AU-Ade,2012-08-01,0.4056
AU-Ade,2012-09-01,0.405
AU-Ade,2012-10-01,0.4405
AU-Ade,2012-11-01,0.47650000000000003
AU-Ade,2012-12-01,0.5857000000000001
AU-Ade,2013-01-01,0.6288
AU-Ade,2013-02-01,0.5691
AU-Ade,2013-03-01,0.6251500000000001
AU-Ade,2013-04-01,0.58725
AU-Ade,2013-05-01,0.5546500000000001
